,treename,pred_pcr,pred_comp,PCR,competence,type,studies,ord,cat
670,Paraechinus,0.232478062,0.199964671,0,0,other,0,EULIPOTYPHLA,unsampled
671,Parahydromys,0.252559162,0.117669164,0,0,other,0,RODENTIA,unsampled
672,Paraleptomys,0.191934212,0.136695844,0,0,other,0,RODENTIA,unsampled
673,Paralomys,0.270974945,0.128919472,0,0,other,0,RODENTIA,unsampled
674,Paramelomys,0.218611439,0.135631829,0,0,other,0,RODENTIA,unsampled
675,Parascalops,0.121006836,0.084515222,0,0,other,0,EULIPOTYPHLA,unsampled
676,Parascaptor,0.258278927,0.133440193,0,0,other,0,EULIPOTYPHLA,unsampled
677,Paraxerus,0.235867933,0.177141541,0,0,other,0,RODENTIA,unsampled
678,Pardofelis,0.542238209,0.625476012,0,0,other,0,CARNIVORA,unsampled
679,Parotomys,0.172409561,0.156130465,0,0,other,0,RODENTIA,unsampled
680,Paruromys,0.145055533,0.084191614,0,0,other,0,RODENTIA,unsampled
681,Pattonomys,0.169400124,0.132933218,0,0,other,0,RODENTIA,unsampled
682,Paucidentomys,0.259338223,0.132770243,0,0,other,0,RODENTIA,unsampled
683,Paulamys,0.147708288,0.104213904,0,0,other,0,RODENTIA,unsampled
684,Pearsonomys,0.178427783,0.099218595,0,0,other,0,RODENTIA,unsampled
685,Pecari,0.182866763,0.09401747,0,0,other,0,CETARTIODACTYLA,unsampled
686,Pectinator,0.175857416,0.091317048,0,0,other,0,RODENTIA,unsampled
687,Pedetes,0.239506638,0.116617518,0,0,other,0,RODENTIA,unsampled
688,Pelea,0.149235171,0.078672022,0,0,other,0,CETARTIODACTYLA,unsampled
689,Pelomys,0.148756397,0.095583758,0,0,other,0,RODENTIA,unsampled
690,Pennatomys,0.159588637,0.121933296,0,0,other,0,RODENTIA,unsampled
691,Pentalagus,0.182135619,0.200022457,0,0,other,0,LAGOMORPHA,unsampled
692,Peponocephala,0.513195842,0.027227748,0,0,other,0,CETARTIODACTYLA,unsampled
693,Perodicticus,0.218552218,0.113055122,0,0,other,0,PRIMATES,unsampled
694,Perognathus,0.28000201,0.182575159,0,0,other,0,RODENTIA,unsampled
695,Peromyscus,0.566588622,0.384189642,1,1,other,3,RODENTIA,positive
696,Petaurillus,0.278796917,0.171476445,0,0,other,0,RODENTIA,unsampled
697,Petaurista,0.275156505,0.207479784,0,0,other,0,RODENTIA,unsampled
698,Petinomys,0.298601891,0.220402254,0,0,other,0,RODENTIA,unsampled
699,Petromus,0.156899946,0.136399493,0,0,other,0,RODENTIA,unsampled
700,Petromyscus,0.313295413,0.207592304,0,0,other,0,RODENTIA,unsampled
701,Phacochoerus,0.200275367,0.086981756,0,0,other,0,CETARTIODACTYLA,unsampled
702,Phaenomys,0.184611298,0.152320176,0,0,other,0,RODENTIA,unsampled
703,Phaner,0.206566123,0.167320011,0,0,other,0,PRIMATES,unsampled
704,Phenacomys,0.370121715,0.247186815,0,0,other,0,RODENTIA,unsampled
705,Philander,0.25346129,0.31677713,0,0,other,0,DIDELPHIMORPHIA,unsampled
706,Philantomba,0.228361947,0.107478035,0,0,other,0,CETARTIODACTYLA,unsampled
707,Phloeomys,0.20714492,0.15007368,0,0,other,0,RODENTIA,unsampled
708,Phoca,0.226510684,0.036604316,0,0,other,0,CARNIVORA,unsampled
709,Phocarctos,0.214585682,0.040481113,0,0,other,0,CARNIVORA,unsampled
710,Phocoena,0.564543031,0.052928892,1,0,other,15,CETARTIODACTYLA,positive
711,Phocoenoides,0.374830308,0.03265796,0,0,other,0,CETARTIODACTYLA,unsampled
712,Phodopus,0.202956026,0.202536334,0,0,other,0,RODENTIA,unsampled
713,Phyllomys,0.177896968,0.128835119,0,0,other,0,RODENTIA,unsampled
714,Phyllotis,0.270974945,0.128919472,0,0,other,0,RODENTIA,unsampled
715,Physeter,0.414035427,0.088094951,0,0,other,0,CETARTIODACTYLA,unsampled
716,Pipanacoctomys,0.186133822,0.122079231,0,0,other,0,RODENTIA,unsampled
717,Pithecheir,0.218804278,0.162127662,0,0,other,0,RODENTIA,unsampled
718,Pithecheirops,0.180677982,0.142661614,0,0,other,0,RODENTIA,unsampled
719,Pithecia,0.289333228,0.194526458,0,0,other,0,PRIMATES,unsampled
720,Plagiodontia,0.120575652,0.08943734,0,0,other,0,RODENTIA,unsampled
721,Platacanthomys,0.261765404,0.218224217,0,0,other,0,RODENTIA,unsampled
722,Platanista,0.30685533,0.05407909,0,0,other,0,CETARTIODACTYLA,unsampled
723,Podogymnura,0.211569758,0.119399554,0,0,other,0,EULIPOTYPHLA,unsampled
724,Podomys,0.242973464,0.156823924,0,0,other,0,RODENTIA,unsampled
725,Podoxymys,0.255359415,0.186161112,0,0,other,0,RODENTIA,unsampled
726,Poecilogale,0.27595397,0.104321666,0,0,other,0,CARNIVORA,unsampled
727,Poelagus,0.123233241,0.069241993,0,0,other,0,LAGOMORPHA,unsampled
728,Pogonomelomys,0.176983482,0.179970239,0,0,other,0,RODENTIA,unsampled
729,Pogonomys,0.206712212,0.155020571,0,0,other,0,RODENTIA,unsampled
730,Poiana,0.168218529,0.130749099,0,0,other,0,CARNIVORA,unsampled
731,Poliocitellus,0.203361054,0.189684127,0,0,other,0,RODENTIA,unsampled
732,Pongo,0.56953279,0.219756794,0,0,other,0,PRIMATES,unsampled
733,Pontoporia,0.226710295,0.036323519,0,0,other,0,CETARTIODACTYLA,unsampled
734,Porcula,0.168781828,0.082556029,0,0,other,0,CETARTIODACTYLA,unsampled
735,Potamochoerus,0.211238314,0.072225683,0,0,other,0,CETARTIODACTYLA,unsampled
736,Potos,0.251125414,0.146347092,0,0,other,0,CARNIVORA,unsampled
737,Praomys,0.261358641,0.223841891,0,0,other,0,RODENTIA,unsampled
738,Presbytis,0.495978424,0.275104853,0,0,other,0,PRIMATES,unsampled
739,Prionailurus,0.366045357,0.468646381,0,1,other,1,CARNIVORA,positive
740,Prionodon,0.29022868,0.191761456,0,0,other,0,CARNIVORA,unsampled
741,Prionomys,0.239187429,0.135731943,0,0,other,0,RODENTIA,unsampled
742,Procapra,0.267183728,0.151624558,0,0,other,0,CETARTIODACTYLA,unsampled
743,Procolobus,0.295468613,0.133525691,0,0,other,0,PRIMATES,unsampled
744,Procyon,0.336417821,0.343076294,1,1,other,26,CARNIVORA,positive
745,Proechimys,0.171641518,0.130367399,0,0,other,0,RODENTIA,unsampled
746,Proedromys,0.161137298,0.117055376,0,0,other,0,RODENTIA,unsampled
747,Prolagus,0.097636162,0.083142329,0,0,other,0,LAGOMORPHA,unsampled
748,Prolemur,0.152004645,0.077377681,0,0,other,0,PRIMATES,unsampled
749,Prometheomys,0.204773718,0.191313654,0,0,other,0,RODENTIA,unsampled
750,Pronolagus,0.181736107,0.088633579,0,0,other,0,LAGOMORPHA,unsampled
751,Propithecus,0.269412958,0.120643813,0,0,other,0,PRIMATES,unsampled
752,Prosciurillus,0.294166402,0.234798188,0,0,other,0,RODENTIA,unsampled
753,Proteles,0.230109162,0.130406778,0,0,other,0,CARNIVORA,unsampled
754,Protochromys,0.233743456,0.117020195,0,0,other,0,RODENTIA,unsampled
755,Protoxerus,0.175350292,0.12062452,0,0,other,0,RODENTIA,unsampled
756,Psammomys,0.113783052,0.099097836,0,0,other,0,RODENTIA,unsampled
757,Pseudalopex,0.28210794,0.137799758,0,0,other,0,CARNIVORA,unsampled
758,Pseudohydromys,0.320587824,0.126760117,0,0,other,0,RODENTIA,unsampled
759,Pseudois,0.144882167,0.063022743,0,0,other,0,CETARTIODACTYLA,unsampled
760,Pseudomys,0.274134195,0.267176102,0,0,other,0,RODENTIA,unsampled
761,Pseudorca,0.561455818,0.081500673,0,0,other,0,CETARTIODACTYLA,unsampled
762,Pseudoryx,0.243909215,0.135789706,0,0,other,0,CETARTIODACTYLA,unsampled
763,Pseudoryzomys,0.232730415,0.16581823,0,0,other,0,RODENTIA,unsampled
764,Pteromys,0.209104826,0.227021926,0,0,other,0,RODENTIA,unsampled
765,Pteromyscus,0.261545066,0.166099822,0,0,other,0,RODENTIA,unsampled
766,Pteronura,0.281388458,0.233097296,0,0,other,0,CARNIVORA,unsampled
767,Pudu,0.222571309,0.093978108,0,0,other,0,CETARTIODACTYLA,unsampled
768,Puma,0.648677816,0.678641145,1,1,other,4,CARNIVORA,positive
769,Punomys,0.218441519,0.152426872,0,0,other,0,RODENTIA,unsampled
770,Pusa,0.314343054,0.04228297,0,0,other,0,CARNIVORA,unsampled
771,Pygathrix,0.344407905,0.14318842,0,0,other,0,PRIMATES,unsampled
772,Pygeretmus,0.182840722,0.139090711,0,0,other,0,RODENTIA,unsampled
773,Rangifer,0.273783396,0.202206074,0,0,other,0,CETARTIODACTYLA,unsampled
774,Raphicerus,0.176596504,0.068960239,0,0,other,0,CETARTIODACTYLA,unsampled
775,Rattus,0.471167385,0.424251738,1,1,other,11,RODENTIA,positive
776,Ratufa,0.31779278,0.215980757,0,0,other,0,RODENTIA,unsampled
777,Redunca,0.17712557,0.05607652,0,0,other,0,CETARTIODACTYLA,unsampled
778,Reithrodon,0.179601133,0.177441241,0,0,other,0,RODENTIA,unsampled
779,Reithrodontomys,0.337779507,0.240754752,0,0,other,0,RODENTIA,unsampled
780,Rhabdomys,0.355776964,0.278566324,0,0,other,0,RODENTIA,unsampled
781,Rhagomys,0.299655741,0.177772387,0,0,other,0,RODENTIA,unsampled
782,Rheithrosciurus,0.187433662,0.11839251,0,0,other,0,RODENTIA,unsampled
783,Rheomys,0.21789188,0.124484239,0,0,other,0,RODENTIA,unsampled
784,Rhinoceros,0.422073637,0.717206787,0,0,other,0,PERISSODACTYLA,unsampled
785,Rhinopithecus,0.472974671,0.17752012,0,0,other,0,PRIMATES,unsampled
786,Rhinosciurus,0.164485196,0.137027327,0,0,other,0,RODENTIA,unsampled
787,Rhipidomys,0.268766463,0.264006914,0,0,other,0,RODENTIA,unsampled
788,Rhizomys,0.238758539,0.181636333,0,0,other,0,RODENTIA,unsampled
789,Rhombomys,0.128179307,0.228121736,0,1,other,2,RODENTIA,positive
790,Rhynchogale,0.197275264,0.093178587,0,0,other,0,CARNIVORA,unsampled
791,Rhynchomys,0.224658009,0.139870942,0,0,other,0,RODENTIA,unsampled
792,Romerolagus,0.172507653,0.111835876,0,0,other,0,LAGOMORPHA,unsampled
793,Rubrisciurus,0.144710025,0.101550571,0,0,other,0,RODENTIA,unsampled
794,Rucervus,0.233386101,0.123478565,0,0,other,0,CETARTIODACTYLA,unsampled
795,Rungwecebus,0.250900303,0.08278504,0,0,other,0,PRIMATES,unsampled
796,Rupicapra,0.210841172,0.080378679,0,0,other,0,CETARTIODACTYLA,unsampled
797,Rusa,0.305185992,0.101367494,0,0,other,0,CETARTIODACTYLA,unsampled
798,Ruwenzorisorex,0.241150001,0.133328991,0,0,other,0,EULIPOTYPHLA,unsampled
799,Saccostomus,0.199259884,0.178596479,0,0,other,0,RODENTIA,unsampled
800,Saguinus,0.327863297,0.323608321,1,0,other,3,PRIMATES,positive
801,Saiga,0.206962277,0.135932528,0,0,other,0,CETARTIODACTYLA,unsampled
802,Saimiri,0.374591975,0.214146048,1,0,other,2,PRIMATES,positive
803,Salanoia,0.276194729,0.154430954,0,0,other,0,CARNIVORA,unsampled
804,Salinomys,0.239905586,0.163997419,0,0,other,0,RODENTIA,unsampled
805,Salpingotulus,0.277878619,0.180698702,0,0,other,0,RODENTIA,unsampled
806,Salpingotus,0.186344236,0.130251553,0,0,other,0,RODENTIA,unsampled
807,Santamartamys,0.247363143,0.164804442,0,0,other,0,RODENTIA,unsampled
808,Sapajus,0.490006333,0.302717343,1,1,other,6,PRIMATES,positive
809,Saxatilomys,0.16040947,0.112830149,0,0,other,0,RODENTIA,unsampled
810,Scalopus,0.103410304,0.076700856,0,0,other,0,EULIPOTYPHLA,unsampled
811,Scapanulus,0.214979073,0.117454943,0,0,other,0,EULIPOTYPHLA,unsampled
812,Scapanus,0.171604237,0.108240541,0,0,other,0,EULIPOTYPHLA,unsampled
813,Scapteromys,0.113701027,0.108041191,0,0,other,0,RODENTIA,unsampled
814,Scaptochirus,0.135068682,0.103004383,0,0,other,0,EULIPOTYPHLA,unsampled
815,Scaptonyx,0.214262825,0.113039694,0,0,other,0,EULIPOTYPHLA,unsampled
816,Sciurillus,0.201354036,0.214781877,0,0,other,0,RODENTIA,unsampled
817,Sciurocheirus,0.163354973,0.11184687,0,0,other,0,PRIMATES,unsampled
818,Sciurotamias,0.123746602,0.103041356,0,0,other,0,RODENTIA,unsampled
819,Sciurus,0.278763887,0.215778914,0,0,other,0,RODENTIA,unsampled
820,Scolomys,0.321584622,0.228155343,0,0,other,0,RODENTIA,unsampled
821,Scotinomys,0.361215094,0.150001195,0,0,other,0,RODENTIA,unsampled
822,Scutisorex,0.187687048,0.096953443,0,0,other,0,EULIPOTYPHLA,unsampled
823,Sekeetamys,0.200173193,0.266244491,0,0,other,0,RODENTIA,unsampled
824,Selevinia,0.174727522,0.106841437,0,0,other,0,RODENTIA,unsampled
825,Semnopithecus,0.384855984,0.1585797,0,0,other,0,PRIMATES,unsampled
826,Sicista,0.39844137,0.351226491,0,0,other,0,RODENTIA,unsampled
827,Sigmodon,0.202870158,0.184954395,0,0,other,0,RODENTIA,unsampled
828,Sigmodontomys,0.158413826,0.088495225,0,0,other,0,RODENTIA,unsampled
829,Simias,0.277102633,0.113235953,0,0,other,0,PRIMATES,unsampled
830,Smilodon,0.372483239,0.36187974,0,0,other,0,CARNIVORA,unsampled
831,Solenodon,0.167091731,0.152132548,0,0,other,0,EULIPOTYPHLA,unsampled
832,Solisorex,0.277461424,0.170189778,0,0,other,0,EULIPOTYPHLA,unsampled
833,Solomys,0.225358127,0.174993238,0,0,other,0,RODENTIA,unsampled
834,Sommeromys,0.23223668,0.119980799,0,0,other,0,RODENTIA,unsampled
835,Sooretamys,0.159484043,0.138067841,0,0,other,0,RODENTIA,unsampled
836,Sorex,0.434187022,0.253012771,0,0,other,0,EULIPOTYPHLA,unsampled
837,Soricomys,0.269558112,0.142749717,0,0,other,0,RODENTIA,unsampled
838,Soriculus,0.396970395,0.217560021,0,0,other,0,EULIPOTYPHLA,unsampled
839,Sotalia,0.609854866,0.034818532,1,0,other,3,CETARTIODACTYLA,positive
840,Sousa,0.402250884,0.028849301,0,0,other,0,CETARTIODACTYLA,unsampled
841,Spalacopus,0.198668162,0.08019778,0,0,other,0,RODENTIA,unsampled
842,Spalax,0.109899074,0.097772688,0,0,other,0,RODENTIA,unsampled
843,Speothos,0.347027252,0.197317731,0,0,other,0,CARNIVORA,unsampled
844,Spermophilopsis,0.186375554,0.265044855,0,0,other,0,RODENTIA,unsampled
845,Spermophilus,0.260694215,0.405609746,0,1,other,2,RODENTIA,positive
846,Spilogale,0.19611831,0.178355348,0,0,other,0,CARNIVORA,unsampled
847,Srilankamys,0.227217069,0.232116116,0,0,other,0,RODENTIA,unsampled
848,Steatomys,0.246901851,0.286810601,0,0,other,0,RODENTIA,unsampled
849,Stenella,0.578814479,0.029392494,1,0,other,7,CETARTIODACTYLA,positive
850,Steno,0.52201965,0.029109064,1,0,other,3,CETARTIODACTYLA,positive
851,Stenocephalemys,0.180097828,0.120791671,0,0,other,0,RODENTIA,unsampled
852,Stochomys,0.116598505,0.079671539,0,0,other,0,RODENTIA,unsampled
853,Stylodipus,0.143553801,0.120521992,0,0,other,0,RODENTIA,unsampled
854,Suncus,0.433039188,0.213624797,0,0,other,0,EULIPOTYPHLA,unsampled
855,Sundamys,0.274806408,0.186946249,0,0,other,0,RODENTIA,unsampled
856,Sundasciurus,0.252165725,0.158934151,0,0,other,0,RODENTIA,unsampled
857,Surdisorex,0.196665067,0.079286885,0,0,other,0,EULIPOTYPHLA,unsampled
858,Suricata,0.151327228,0.067136761,0,0,other,0,CARNIVORA,unsampled
859,Sus,0.259463102,0.249709223,0,0,other,0,CETARTIODACTYLA,unsampled
860,Sylvicapra,0.215293725,0.092971452,0,0,other,0,CETARTIODACTYLA,unsampled
861,Sylvilagus,0.241789579,0.169880225,0,0,other,0,LAGOMORPHA,unsampled
862,Sylvisorex,0.295169806,0.120139378,0,0,other,0,EULIPOTYPHLA,unsampled
863,Symphalangus,0.357008779,0.150629857,0,0,other,0,PRIMATES,unsampled
864,Synaptomys,0.20789958,0.100145652,0,0,other,0,RODENTIA,unsampled
865,Syncerus,0.422427595,0.220984457,0,0,other,0,CETARTIODACTYLA,unsampled
866,Syntheosciurus,0.11112726,0.112905718,0,0,other,0,RODENTIA,unsampled
867,Tachyoryctes,0.153100416,0.072867333,0,0,other,0,RODENTIA,unsampled
868,Taeromys,0.281997159,0.20069091,0,0,other,0,RODENTIA,unsampled
869,Talpa,0.189392874,0.172456708,0,0,other,0,EULIPOTYPHLA,unsampled
870,Tamandua,0.218275185,0.153198839,0,0,other,0,PILOSA,unsampled
871,Tamias,0.147175529,0.144622614,0,0,other,0,RODENTIA,unsampled
872,Tamiasciurus,0.29422734,0.271410763,0,0,other,0,RODENTIA,unsampled
873,Tamiops,0.278861095,0.226192529,0,0,other,0,RODENTIA,unsampled
874,Tapecomys,0.136443719,0.132827713,0,0,other,0,RODENTIA,unsampled
875,Tapirus,0.581794953,0.363490146,1,0,other,2,PERISSODACTYLA,positive
876,Tarsius,0.20499819,0.153885938,0,0,other,0,PRIMATES,unsampled
877,Tarsomys,0.214859813,0.122115849,0,0,other,0,RODENTIA,unsampled
878,Tasmacetus,0.285349483,0.027370449,0,0,other,0,CETARTIODACTYLA,unsampled
879,Tateomys,0.243411679,0.129558217,0,0,other,0,RODENTIA,unsampled
880,Tatera,0.25125585,0.288463637,0,0,other,0,RODENTIA,unsampled
881,Taterillus,0.128318248,0.103205722,0,0,other,0,RODENTIA,unsampled
882,Taxidea,0.32686352,0.215624705,0,0,other,0,CARNIVORA,unsampled
883,Tayassu,0.198872812,0.144828217,0,0,other,0,CETARTIODACTYLA,unsampled
884,Tetracerus,0.136767241,0.075203449,0,0,other,0,CETARTIODACTYLA,unsampled
885,Thallomys,0.116662369,0.069415968,0,0,other,0,RODENTIA,unsampled
886,Thalpomys,0.200544929,0.11031258,0,0,other,0,RODENTIA,unsampled
887,Thamnomys,0.240886534,0.145496314,0,0,other,0,RODENTIA,unsampled
888,Thaptomys,0.129555273,0.073879914,0,0,other,0,RODENTIA,unsampled
889,Theropithecus,0.418624136,0.10829322,0,0,other,0,PRIMATES,unsampled
890,Thomasomys,0.175930073,0.137983475,0,0,other,0,RODENTIA,unsampled
891,Thomomys,0.141632231,0.139796943,0,0,other,0,RODENTIA,unsampled
892,Thrichomys,0.219146537,0.196470625,0,0,other,0,RODENTIA,unsampled
893,Thryonomys,0.149463951,0.081010133,0,0,other,0,RODENTIA,unsampled
894,Thylamys,0.298882893,0.258763862,0,0,other,0,DIDELPHIMORPHIA,unsampled
895,Tlacuatzin,0.219874931,0.238668225,0,0,other,0,DIDELPHIMORPHIA,unsampled
896,Tokudaia,0.174146749,0.187836062,0,0,other,0,RODENTIA,unsampled
897,Tonkinomys,0.132505987,0.068960684,0,0,other,0,RODENTIA,unsampled
898,Toromys,0.177272785,0.121892425,0,0,other,0,RODENTIA,unsampled
899,Trachypithecus,0.461178268,0.170539495,0,0,other,0,PRIMATES,unsampled
900,Tragelaphus,0.193546224,0.109523252,0,0,other,0,CETARTIODACTYLA,unsampled
901,Tragulus,0.212232759,0.155177096,0,0,other,0,CETARTIODACTYLA,unsampled
902,Transandinomys,0.284651732,0.290700852,0,0,other,0,RODENTIA,unsampled
903,Tremarctos,0.227598981,0.110825982,0,0,other,0,CARNIVORA,unsampled
904,Trichys,0.139537608,0.094242514,0,0,other,0,RODENTIA,unsampled
905,Trinomys,0.18738734,0.13907934,0,0,other,0,RODENTIA,unsampled
906,Trogopterus,0.331519469,0.216456667,0,0,other,0,RODENTIA,unsampled
907,Tryphomys,0.211556811,0.180594745,0,0,other,0,RODENTIA,unsampled
908,Tscherskia,0.169100397,0.155487358,0,0,other,0,RODENTIA,unsampled
909,Tursiops,0.624268983,0.036525248,1,0,other,6,CETARTIODACTYLA,positive
910,Tylomys,0.233066054,0.188418625,0,0,other,0,RODENTIA,unsampled
911,Tympanoctomys,0.186133822,0.122079231,0,0,other,0,RODENTIA,unsampled
912,Typhlomys,0.223799289,0.168053521,0,0,other,0,RODENTIA,unsampled
913,Uranomys,0.143907854,0.100605682,0,0,other,0,RODENTIA,unsampled
914,Urocitellus,0.341564923,0.357649403,0,0,other,0,RODENTIA,unsampled
915,Urocyon,0.168240238,0.111324994,0,0,other,0,CARNIVORA,unsampled
916,Uromys,0.2904963,0.228682683,0,0,other,0,RODENTIA,unsampled
917,Uropsilus,0.249962368,0.13490802,0,0,other,0,EULIPOTYPHLA,unsampled
918,Urotrichus,0.211829524,0.131812937,0,0,other,0,EULIPOTYPHLA,unsampled
919,Ursus,0.407146149,0.161974759,0,0,other,0,CARNIVORA,unsampled
920,Vandeleuria,0.280518091,0.183873345,0,0,other,0,RODENTIA,unsampled
921,Varecia,0.205938155,0.116113101,0,0,other,0,PRIMATES,unsampled
922,Vernaya,0.282364147,0.235597078,0,0,other,0,RODENTIA,unsampled
923,Vicugna,0.693635789,0.227268536,1,0,other,2,CETARTIODACTYLA,positive
924,Viverra,0.241885172,0.111334527,0,0,other,0,CARNIVORA,unsampled
925,Viverricula,0.281017106,0.185244914,0,0,other,0,CARNIVORA,unsampled
926,Voalavo,0.22113475,0.13062279,0,0,other,0,RODENTIA,unsampled
927,Volemys,0.197017728,0.139390303,0,0,other,0,RODENTIA,unsampled
928,Vormela,0.317438007,0.152703483,0,0,other,0,CARNIVORA,unsampled
929,Vulpes,0.389113773,0.333095661,1,1,other,4,CARNIVORA,positive
930,Waiomys,0.17464925,0.067108659,0,0,other,0,RODENTIA,unsampled
931,Wiedomys,0.168862408,0.151777885,0,0,other,0,RODENTIA,unsampled
932,Wilfredomys,0.124927811,0.109273312,0,0,other,0,RODENTIA,unsampled
933,Xenomys,0.136232861,0.121053595,0,0,other,0,RODENTIA,unsampled
934,Xenothrix,0.236216971,0.09979446,0,0,other,0,PRIMATES,unsampled
935,Xenuromys,0.285413498,0.214598832,0,0,other,0,RODENTIA,unsampled
936,Xeromys,0.152747453,0.093097798,0,0,other,0,RODENTIA,unsampled
937,Xerospermophilus,0.344789041,0.247356537,0,0,other,0,RODENTIA,unsampled
938,Xerus,0.197742479,0.130654302,0,0,other,0,RODENTIA,unsampled
939,Zalophus,0.309310587,0.042034994,0,0,other,0,CARNIVORA,unsampled
940,Zapus,0.202395913,0.145866851,0,0,other,0,RODENTIA,unsampled
941,Zelotomys,0.225069349,0.186684224,0,0,other,0,RODENTIA,unsampled
942,Zenkerella,0.138533015,0.075590973,0,0,other,0,RODENTIA,unsampled
943,Ziphius,0.358691944,0.02915627,0,0,other,0,CETARTIODACTYLA,unsampled
944,Zygodontomys,0.357381695,0.232512893,0,0,other,0,RODENTIA,unsampled
945,Zygogeomys,0.121729129,0.080903944,0,0,other,0,RODENTIA,unsampled
946,Zyzomys,0.155817255,0.124426962,0,0,other,0,RODENTIA,unsampled
